Sample	Cancer type	DITHER score	mDITHER score	cDITHER score
TCGA-LN-A7HY-01A	ESCA	3.477603876	3.762398773	3.192808979
TCGA-LN-A7HZ-01A	ESCA	3.40289487	3.925384246	2.880405494
TCGA-LN-A8HZ-01A	ESCA	3.020502986	3.487933661	2.553072311
TCGA-LN-A8I0-01A	ESCA	3.146286532	3.510248982	2.782324082
TCGA-LN-A8I1-01A	ESCA	3.378131848	3.823047909	2.933215787
TCGA-LN-A9FO-01A	ESCA	3.164311839	3.672478511	2.656145167
TCGA-LN-A9FP-01A	ESCA	2.07177878	1.843618986	2.299938573
TCGA-LN-A9FQ-01A	ESCA	3.486480642	3.744746477	3.228214808
TCGA-LN-A9FR-01A	ESCA	3.102625249	3.385152921	2.820097576
TCGA-M9-A5M8-01A	ESCA	2.727568467	3.15974646	2.295390474
TCGA-Q9-A6FU-01A	ESCA	3.037530562	3.341310595	2.733750529
TCGA-Q9-A6FW-01A	ESCA	2.766076651	2.792840397	2.739312906
TCGA-R6-A6DN-01B	ESCA	3.485482613	4.055151054	2.915814171
TCGA-R6-A6DQ-01B	ESCA	3.017346753	3.193799067	2.840894439
TCGA-R6-A6KZ-01A	ESCA	2.941589988	3.434799388	2.448380588
TCGA-R6-A6L4-01A	ESCA	3.149281481	3.471306051	2.827256911
TCGA-R6-A6L6-01B	ESCA	2.601828726	2.850296003	2.353361449
TCGA-R6-A6XG-01B	ESCA	3.204970818	3.808586052	2.601355585
TCGA-R6-A6XQ-01B	ESCA	3.495180423	3.915271303	3.075089542
TCGA-R6-A6Y0-01B	ESCA	2.451430001	2.527312909	2.375547093
TCGA-R6-A6Y2-01B	ESCA	3.119794453	3.557062988	2.682525918
TCGA-R6-A8W5-01B	ESCA	2.777384853	3.139465444	2.415304261
TCGA-R6-A8W8-01B	ESCA	3.40492772	3.794207133	3.015648306
TCGA-R6-A8WC-01A	ESCA	3.192738935	4.014079948	2.371397922
TCGA-R6-A8WG-01A	ESCA	3.183746717	3.851437196	2.516056238
TCGA-RE-A7BO-01A	ESCA	3.031744912	3.471065202	2.592424622
TCGA-S8-A6BV-01A	ESCA	2.742825124	2.992082706	2.493567542
TCGA-S8-A6BW-01A	ESCA	3.206394578	3.420970155	2.991819
TCGA-V5-A7RB-01A	ESCA	3.108986851	3.391802569	2.826171132
TCGA-V5-A7RC-01B	ESCA	3.328253943	3.668942079	2.987565807
TCGA-V5-A7RE-01A	ESCA	3.122270241	3.544883323	2.699657159
TCGA-V5-AASV-01A	ESCA	2.740394663	3.294639454	2.186149873
TCGA-V5-AASW-01A	ESCA	3.298103278	3.828477589	2.767728967
TCGA-V5-AASX-01A	ESCA	2.46269995	2.226541944	2.698857956
TCGA-VR-A8EO-01A	ESCA	3.224811638	3.806633455	2.64298982
TCGA-VR-A8EP-01A	ESCA	3.057050712	3.522824437	2.591276987
TCGA-VR-A8EQ-01A	ESCA	3.071315868	3.272697308	2.869934428
TCGA-VR-A8ER-01A	ESCA	3.333686855	3.604916417	3.062457293
TCGA-VR-A8ET-01A	ESCA	2.450195706	1.97450667	2.925884742
TCGA-VR-A8EU-01A	ESCA	3.223349171	3.535448403	2.911249939
TCGA-VR-A8EW-01A	ESCA	3.20957041	3.462710286	2.956430533
TCGA-VR-A8EX-01A	ESCA	2.615810207	2.731645414	2.499975
TCGA-VR-A8EY-01A	ESCA	3.153424576	3.418377222	2.888471929
TCGA-VR-A8EZ-01A	ESCA	3.214130397	3.688963153	2.73929764
TCGA-VR-A8Q7-01A	ESCA	2.930723757	3.507397784	2.35404973
TCGA-VR-AA4D-01A	ESCA	2.990161921	3.507703854	2.472619989
TCGA-VR-AA4G-01A	ESCA	2.9694924	3.304934721	2.634050079
TCGA-VR-AA7B-01A	ESCA	3.342767718	3.550104358	3.135431077
TCGA-VR-AA7D-01A	ESCA	2.952102722	3.457462257	2.446743187
TCGA-VR-AA7I-01A	ESCA	3.200937745	3.466698718	2.935176772
TCGA-X8-AAAR-01A	ESCA	3.246866213	3.807756932	2.685975494
TCGA-XP-A8T6-01A	ESCA	3.10402602	3.238285994	2.969766045
TCGA-XP-A8T7-01A	ESCA	2.762599033	3.45527746	2.069920606
TCGA-XP-A8T8-01A	ESCA	3.3611325	3.670606958	3.051658042
TCGA-Z6-A8JD-01A	ESCA	2.412819348	2.668041535	2.157597161
TCGA-Z6-A8JE-01A	ESCA	3.3215841	3.843888874	2.799279326
TCGA-Z6-A9VB-01A	ESCA	3.136503491	3.569066582	2.703940399
TCGA-Z6-AAPN-01A	ESCA	2.915875217	3.190538659	2.641211776
TCGA-ZR-A9CJ-01B	ESCA	2.968134462	3.135634613	2.800634311
TCGA-02-0003-01A	GBM	2.68613908	3.41599651	1.956281651
TCGA-02-0033-01A	GBM	1.990558283	1.989166696	1.99194987
TCGA-02-0047-01A	GBM	2.79753896	3.256444103	2.338633817
TCGA-02-0055-01A	GBM	2.668694152	3.23802859	2.099359714
TCGA-02-2466-01A	GBM	2.991119239	3.59905793	2.383180548
TCGA-02-2470-01A	GBM	2.7402178	2.961228985	2.519206615
TCGA-02-2483-01A	GBM	2.952971569	3.24441757	2.661525569
TCGA-02-2485-01A	GBM	3.168577934	3.39759008	2.939565788
TCGA-02-2486-01A	GBM	2.713032751	3.059754744	2.366310758
TCGA-06-0119-01A	GBM	1.775851797	1.844391978	1.707311617
TCGA-06-0122-01A	GBM	2.656318173	2.820589088	2.492047258
TCGA-06-0124-01A	GBM	2.455730775	2.585745422	2.325716128
TCGA-06-0125-01A	GBM	2.955767355	3.221678298	2.689856412
TCGA-06-0126-01A	GBM	2.700903726	2.70702286	2.694784592
TCGA-06-0128-01A	GBM	2.866509727	3.295156758	2.437862696
TCGA-06-0129-01A	GBM	3.088718774	3.567696444	2.609741103
TCGA-06-0130-01A	GBM	2.633165119	2.752542047	2.513788192
TCGA-06-0132-01A	GBM	1.849696826	1.571346433	2.128047219
TCGA-06-0137-01A	GBM	3.005015502	3.296878496	2.713152508
TCGA-06-0139-01A	GBM	1.729127614	1.251629167	2.206626061
TCGA-06-0140-01A	GBM	2.783880514	2.832262938	2.73549809
TCGA-06-0141-01A	GBM	1.650020815	1.115520094	2.184521536
TCGA-06-0142-01A	GBM	2.153025412	1.634695839	2.671354986
TCGA-06-0145-01A	GBM	2.759897477	3.049238466	2.470556487
TCGA-06-0151-01A	GBM	2.640749564	2.765957321	2.515541808
TCGA-06-0152-01A	GBM	3.02990122	3.110071228	2.949731213
TCGA-06-0154-01A	GBM	2.616958322	2.754984286	2.478932358
TCGA-06-0155-01B	GBM	2.870331262	3.112194163	2.62846836
TCGA-06-0157-01A	GBM	2.761597728	2.975849087	2.547346369
TCGA-06-0158-01A	GBM	2.853214461	3.120413944	2.586014978
TCGA-06-0165-01A	GBM	1.092241379	0	2.184482757
TCGA-06-0166-01A	GBM	2.787161667	2.923803632	2.650519702
TCGA-06-0168-01A	GBM	2.630487756	2.745862113	2.5151134
TCGA-06-0169-01A	GBM	2.461979017	2.282402428	2.641555606
TCGA-06-0171-01A	GBM	2.506362637	2.904791521	2.107933752
TCGA-06-0173-01A	GBM	3.036594301	3.274089132	2.79909947
TCGA-06-0174-01A	GBM	3.281234046	3.662292563	2.900175529
TCGA-06-0184-01A	GBM	2.906986348	3.055649229	2.758323467
TCGA-06-0185-01A	GBM	2.940784222	3.125569575	2.755998868
TCGA-06-0187-01A	GBM	2.982137459	3.240507461	2.723767457
TCGA-06-0188-01A	GBM	3.104036017	3.477603359	2.730468675
TCGA-06-0189-01A	GBM	1.860388177	1.299483573	2.42129278
TCGA-06-0190-01A	GBM	2.779558345	2.843067057	2.716049634
TCGA-06-0192-01B	GBM	2.929157134	3.05884705	2.799467218
TCGA-06-0195-01B	GBM	3.256273398	3.535334504	2.977212293
TCGA-06-0209-01A	GBM	2.891937395	3.018383759	2.76549103
TCGA-06-0210-01B	GBM	2.400367561	2.19877047	2.601964652
TCGA-06-0211-01B	GBM	3.279274155	3.280070761	3.278477549
TCGA-06-0213-01A	GBM	2.610737624	2.654817142	2.566658105
TCGA-06-0214-01A	GBM	2.670634228	2.976582913	2.364685543
TCGA-06-0216-01B	GBM	3.135039408	3.34444161	2.925637206
TCGA-06-0219-01A	GBM	2.625227765	2.880842105	2.369613424
TCGA-06-0221-01A	GBM	3.181607656	3.20091028	3.162305033
TCGA-06-0237-01A	GBM	3.13446829	3.451435812	2.817500768
TCGA-06-0238-01A	GBM	2.908349602	3.251639437	2.565059767
TCGA-06-0240-01A	GBM	1.637893765	1.148834854	2.126952676
TCGA-06-0241-01A	GBM	2.557578309	2.655488257	2.459668361
TCGA-06-0644-01A	GBM	3.137509047	3.21883926	3.056178834
TCGA-06-0645-01A	GBM	2.909806252	2.961218454	2.858394051
TCGA-06-0646-01A	GBM	2.941835711	3.234064642	2.649606781
TCGA-06-0648-01A	GBM	2.93951975	3.347825846	2.531213653
TCGA-06-0649-01B	GBM	2.93626058	3.208144025	2.664377134
TCGA-06-0650-01A	GBM	1.803515532	1.771005424	1.83602564
TCGA-06-0686-01A	GBM	3.262309215	3.446714013	3.077904416
TCGA-06-0743-01A	GBM	3.103744656	3.525570751	2.681918561
TCGA-06-0744-01A	GBM	3.023409836	3.35738118	2.689438491
TCGA-06-0745-01A	GBM	3.032417303	3.462882046	2.601952561
TCGA-06-0747-01A	GBM	2.797758185	3.514451239	2.081065131
TCGA-06-0749-01A	GBM	2.607129336	2.841683312	2.37257536
TCGA-06-0750-01A	GBM	2.769352942	2.958411004	2.58029488
TCGA-06-0875-01A	GBM	2.815832532	3.365878123	2.265786942
TCGA-06-0876-01A	GBM	2.933061668	3.047937655	2.818185682
TCGA-06-0877-01A	GBM	2.777895059	3.035254911	2.520535208
TCGA-06-0878-01A	GBM	2.58331751	3.090102998	2.076532022
TCGA-06-0879-01A	GBM	2.6675327	2.995857114	2.339208286
TCGA-06-0881-01A	GBM	1.862860582	1.417949374	2.307771789
TCGA-06-0882-01A	GBM	2.627225948	2.763900734	2.490551163
TCGA-06-0939-01A	GBM	2.333281542	2.642798633	2.023764451
TCGA-06-1084-01A	GBM	2.769071692	2.685271924	2.85287146
TCGA-06-1087-01A	GBM	2.798401505	2.884635571	2.712167438
TCGA-06-1800-01A	GBM	2.720414552	3.36299104	2.077838064
TCGA-06-1801-01A	GBM	2.903113153	3.107771947	2.698454359
TCGA-06-1802-01A	GBM	3.464870436	3.978495643	2.95124523
TCGA-06-1804-01A	GBM	2.805541156	3.211182969	2.399899343
TCGA-06-1805-01A	GBM	2.868934951	3.186888896	2.550981005
TCGA-06-1806-01A	GBM	2.698978295	2.904977361	2.492979229
TCGA-06-2557-01A	GBM	3.4226334	3.341732088	3.503534712
TCGA-06-2558-01A	GBM	2.759597002	3.290077672	2.229116332
TCGA-06-2559-01A	GBM	3.144285054	3.584133622	2.704436486
TCGA-06-2561-01A	GBM	2.80241069	2.803129519	2.801691861
TCGA-06-2562-01A	GBM	2.785605971	3.096309585	2.474902358
TCGA-06-2563-01A	GBM	2.7844376	2.804825481	2.764049719
TCGA-06-2564-01A	GBM	3.093022027	2.873145343	3.31289871
TCGA-06-2565-01A	GBM	2.992672131	3.545970821	2.439373441
TCGA-06-2566-01A	GBM	2.569726091	2.82481064	2.314641542
TCGA-06-2567-01A	GBM	2.625244745	2.945528593	2.304960897
TCGA-06-2569-01A	GBM	3.262732983	3.530709583	2.994756383
TCGA-06-2570-01A	GBM	3.114014956	3.429901502	2.798128411
TCGA-06-5408-01A	GBM	3.16649035	3.350971515	2.982009184
TCGA-06-5410-01A	GBM	1.699995016	1.402990772	1.996999261
TCGA-06-5411-01A	GBM	2.477693405	2.46555701	2.489829801
TCGA-06-5412-01A	GBM	1.908722427	1.877410678	1.940034176
TCGA-06-5413-01A	GBM	2.461670905	2.979511397	1.943830413
TCGA-06-5414-01A	GBM	2.654637231	2.957106254	2.352168209
TCGA-06-5415-01A	GBM	2.943769245	3.480833111	2.406705379
TCGA-06-5416-01A	GBM	2.987323821	3.402090252	2.572557391
TCGA-06-5418-01A	GBM	2.485522894	2.841466793	2.129578995
TCGA-06-5856-01A	GBM	3.450424716	3.819770856	3.081078576
TCGA-06-5858-01A	GBM	2.74849052	3.627292144	1.869688896
TCGA-06-5859-01A	GBM	2.781709561	3.020246422	2.5431727
TCGA-06-6388-01A	GBM	2.797863246	3.172431222	2.423295271
TCGA-06-6389-01A	GBM	2.708974749	3.049848971	2.368100528
TCGA-06-6390-01A	GBM	3.061027998	3.169322865	2.95273313
TCGA-06-6391-01A	GBM	2.295846918	2.372039391	2.219654445
TCGA-06-6693-01A	GBM	2.828163213	3.277757663	2.378568763
TCGA-06-6694-01A	GBM	3.222773615	3.769884931	2.675662299
TCGA-06-6695-01A	GBM	3.130927556	3.367173984	2.894681129
TCGA-06-6697-01A	GBM	2.396161209	2.686472823	2.105849595
TCGA-06-6698-01A	GBM	3.012451497	3.57915029	2.445752703
TCGA-06-6699-01A	GBM	2.676824059	3.212224761	2.141423357
TCGA-06-6700-01A	GBM	2.278414598	2.203486012	2.353343184
TCGA-06-6701-01A	GBM	2.758658718	3.322881686	2.19443575
TCGA-06-A5U0-01A	GBM	2.674696338	3.60805532	1.741337356
TCGA-06-A5U1-01A	GBM	2.631068797	2.917077924	2.345059669
TCGA-06-A6S0-01A	GBM	2.916702181	3.107705084	2.725699278
TCGA-06-A6S1-01A	GBM	2.947331594	3.09587034	2.798792848
TCGA-06-A7TK-01A	GBM	3.121928914	3.302122268	2.941735559
TCGA-06-A7TL-01A	GBM	2.72677812	2.964811724	2.488744515
TCGA-08-0386-01A	GBM	2.57929601	2.195461844	2.963130176
TCGA-12-0615-01A	GBM	2.860948723	3.042906198	2.678991248
TCGA-12-0616-01A	GBM	2.932000489	3.395728751	2.468272228
TCGA-12-0618-01A	GBM	2.51915763	3.067328771	1.97098649
TCGA-12-0619-01A	GBM	3.415221163	3.54772406	3.282718267
TCGA-12-0656-01A	GBM	2.980384796	3.512127292	2.4486423
TCGA-12-0657-01A	GBM	3.023870775	3.617540361	2.43020119
TCGA-12-0662-01A	GBM	3.105587674	3.494694622	2.716480726
TCGA-12-0670-01B	GBM	3.315894652	3.533221068	3.098568236
TCGA-12-0688-01A	GBM	2.609876576	2.974171852	2.245581301
TCGA-12-0691-01A	GBM	3.157839701	3.604457817	2.711221584
TCGA-12-0692-01A	GBM	3.191689434	3.339382929	3.043995938
TCGA-12-0707-01A	GBM	3.089274067	3.739450992	2.439097142
TCGA-12-0773-01A	GBM	2.674769724	3.311944933	2.037594516
TCGA-12-0775-01A	GBM	2.739512795	2.752117529	2.726908061
TCGA-12-0778-01A	GBM	2.878574408	2.980692897	2.776455919
TCGA-12-0818-01A	GBM	2.644084692	2.947094917	2.341074466
TCGA-12-0819-01A	GBM	2.999879024	3.152220353	2.847537696
TCGA-12-0820-01A	GBM	2.901169036	3.106739248	2.695598823
TCGA-12-0821-01A	GBM	2.74353338	3.415777336	2.071289425
TCGA-12-0822-01A	GBM	2.928339372	3.009569547	2.847109197
TCGA-12-0826-01A	GBM	2.818643923	3.072506984	2.564780862
TCGA-12-0827-01A	GBM	2.6015596	2.861860622	2.341258578
TCGA-12-0828-01A	GBM	2.759151798	3.008938528	2.509365069
TCGA-12-0829-01A	GBM	3.146236796	3.202403557	3.090070036
TCGA-12-1088-01A	GBM	2.848087593	2.846371257	2.849803928
TCGA-12-1089-01A	GBM	2.477314339	2.704651006	2.249977673
TCGA-12-1092-01B	GBM	3.068494105	3.300372125	2.836616086
TCGA-12-1093-01A	GBM	2.351589145	2.525344838	2.177833451
TCGA-12-1597-01B	GBM	3.337379834	3.352271625	3.322488043
TCGA-12-1598-01A	GBM	3.48592704	3.719066489	3.25278759
TCGA-12-1599-01A	GBM	2.576844174	2.595792546	2.557895802
TCGA-12-1600-01A	GBM	2.975736135	3.602104214	2.349368056
TCGA-12-1602-01A	GBM	3.481624473	3.805572614	3.157676332
TCGA-12-3644-01A	GBM	2.608756324	3.121159482	2.096353165
TCGA-12-3646-01A	GBM	3.252246069	3.680335375	2.824156764
TCGA-12-3648-01A	GBM	2.970203954	3.317415468	2.62299244
TCGA-12-3649-01A	GBM	3.026583279	3.25898581	2.794180748
TCGA-12-3650-01A	GBM	2.826788654	3.234473149	2.419104159
TCGA-12-3651-01A	GBM	2.700755218	3.085035604	2.316474832
TCGA-12-3652-01A	GBM	2.708709475	3.243800188	2.173618763
TCGA-12-3653-01A	GBM	3.164390773	3.457288666	2.87149288
TCGA-12-5295-01A	GBM	2.591034949	2.880099171	2.301970726
TCGA-12-5299-01A	GBM	2.790295843	3.080464079	2.500127606
TCGA-12-5301-01A	GBM	2.438412203	3.074152259	1.802672146
TCGA-14-0736-01A	GBM	3.21860311	3.056786934	3.380419285
TCGA-14-0740-01B	GBM	3.351829443	3.797294533	2.906364352
TCGA-14-0781-01B	GBM	2.050460258	1.984143452	2.116777064
TCGA-14-0786-01B	GBM	2.794877318	3.173111185	2.41664345
TCGA-14-0787-01A	GBM	2.80211765	3.100887969	2.503347331
TCGA-14-0789-01A	GBM	2.489215417	2.40606884	2.572361993
TCGA-14-0790-01B	GBM	2.82839552	3.291675577	2.365115463
TCGA-14-0812-01B	GBM	3.090403334	3.016742586	3.164064083
TCGA-14-0813-01A	GBM	3.081198566	3.425600489	2.736796644
TCGA-14-0817-01A	GBM	3.137932228	3.436023134	2.839841322
TCGA-14-0862-01B	GBM	2.591347117	2.895120879	2.287573355
TCGA-14-0865-01B	GBM	2.93967411	3.372674197	2.506674022
TCGA-14-0866-01B	GBM	2.771237159	2.863377291	2.679097026
TCGA-14-0867-01A	GBM	2.918908441	3.11966311	2.718153773
TCGA-14-0871-01A	GBM	3.570165666	3.87036426	3.269967073
TCGA-14-1034-01A	GBM	2.336211273	2.735524722	1.936897824
TCGA-14-1037-01A	GBM	2.57018356	3.136775452	2.003591668
TCGA-14-1043-01B	GBM	2.733280795	2.459359863	3.007201726
TCGA-14-1395-01B	GBM	2.709230759	3.199240569	2.21922095
TCGA-14-1396-01A	GBM	2.899234094	2.900319054	2.898149135
TCGA-14-1450-01B	GBM	2.9850561	3.249041039	2.721071161
TCGA-14-1451-01A	GBM	3.075854122	3.31439649	2.837311754
TCGA-14-1453-01A	GBM	3.233031222	3.634241727	2.831820716
TCGA-14-1455-01A	GBM	2.916465487	3.484479413	2.348451562
TCGA-14-1456-01B	GBM	2.843927273	3.051595656	2.63625889
TCGA-14-1458-01A	GBM	2.669085607	2.75848388	2.579687335
TCGA-14-1794-01A	GBM	2.97760003	2.977185482	2.978014578
TCGA-14-1795-01A	GBM	2.773691179	3.128406541	2.418975816
TCGA-14-1821-01A	GBM	2.584025697	3.26588137	1.902170024
TCGA-14-1823-01A	GBM	3.07237181	2.866179697	3.278563923
TCGA-14-1825-01A	GBM	3.129303066	3.459246017	2.799360114
TCGA-14-1827-01A	GBM	3.041157713	3.018292896	3.06402253
TCGA-14-1829-01A	GBM	2.800688963	2.922012812	2.679365114
TCGA-14-2554-01A	GBM	2.912561642	3.078415646	2.746707639
TCGA-14-3476-01B	GBM	2.983994539	3.002899472	2.965089606
TCGA-14-3477-01A	GBM	3.127738281	3.36908412	2.886392441
TCGA-14-4157-01A	GBM	2.618290711	2.900098758	2.336482665
TCGA-15-0742-01A	GBM	2.718618315	3.365509712	2.071726917
TCGA-15-1446-01A	GBM	2.705189776	2.559185556	2.851193995
TCGA-16-0846-01A	GBM	3.315403088	3.72443546	2.906370717
TCGA-16-0848-01A	GBM	3.168591269	3.444870033	2.892312506
TCGA-16-0849-01A	GBM	2.726014588	3.027715246	2.424313931
TCGA-16-0850-01A	GBM	3.006564582	3.355397728	2.657731436
TCGA-16-0861-01A	GBM	2.896866268	3.491233483	2.302499052
TCGA-16-1045-01B	GBM	2.948240971	3.149594881	2.746887061
TCGA-16-1048-01B	GBM	2.992905919	2.962299768	3.02351207
TCGA-16-1460-01A	GBM	2.695366016	2.550532157	2.840199875
TCGA-19-0957-01C	GBM	2.813730038	2.838520413	2.788939663
TCGA-19-1385-01A	GBM	2.516236841	2.803416704	2.229056979
TCGA-19-1386-01A	GBM	2.70609569	2.784674039	2.627517341
TCGA-19-1387-01A	GBM	3.166532392	3.311642741	3.021422043
TCGA-19-1388-01A	GBM	2.901764693	2.844127085	2.959402302
TCGA-19-1389-01A	GBM	2.733594822	3.097077331	2.370112313
TCGA-19-1390-01A	GBM	3.198574875	3.620718397	2.776431354
TCGA-19-1786-01A	GBM	3.207626585	3.525416344	2.889836826
TCGA-19-1787-01B	GBM	3.341551608	3.835057071	2.848046145
TCGA-19-1788-01A	GBM	2.418857591	2.769043566	2.068671617
TCGA-19-1789-01A	GBM	2.843819519	3.294868195	2.392770843
TCGA-19-1790-01B	GBM	2.759047235	2.824891573	2.693202896
TCGA-19-1791-01A	GBM	2.652279227	3.197508526	2.107049928
TCGA-19-2619-01A	GBM	3.297796509	3.466895721	3.128697298
TCGA-19-2620-01A	GBM	2.741187597	2.951842386	2.530532808
TCGA-19-2621-01B	GBM	2.631989381	3.003746521	2.260232242
TCGA-19-2623-01A	GBM	3.018042785	3.470682562	2.565403008
TCGA-19-2624-01A	GBM	2.991179547	3.367403392	2.614955702
TCGA-19-2625-01A	GBM	2.881269813	2.813574019	2.948965607
TCGA-19-2629-01A	GBM	2.951323171	3.366443442	2.536202899
TCGA-19-2631-01A	GBM	2.909278884	3.382227019	2.436330748
TCGA-19-4065-01A	GBM	3.119269761	3.441898426	2.796641095
TCGA-19-4068-01A	GBM	2.71588836	2.962623305	2.469153415
TCGA-19-5947-01A	GBM	2.535247171	2.67038021	2.400114132
TCGA-19-5950-01A	GBM	2.948285777	3.162995962	2.733575591
TCGA-19-5951-01A	GBM	2.582772069	2.963255091	2.202289047
TCGA-19-5952-01A	GBM	2.583370526	2.858368322	2.30837273
TCGA-19-5953-01B	GBM	2.585585979	2.820378163	2.350793795
TCGA-19-5954-01A	GBM	2.908302024	2.947290641	2.869313407
TCGA-19-5955-01A	GBM	2.21413051	2.342214666	2.086046354
TCGA-19-5956-01A	GBM	2.824246097	3.585163755	2.063328439
TCGA-19-5958-01A	GBM	2.712694733	2.957566816	2.46782265
TCGA-19-5959-01A	GBM	2.860800006	3.058255871	2.66334414
TCGA-19-5960-01A	GBM	3.030012038	3.320683372	2.739340705
TCGA-19-A60I-01A	GBM	3.101448844	3.421898415	2.780999272
TCGA-19-A6J4-01A	GBM	2.846890483	3.073677325	2.620103641
TCGA-19-A6J5-01A	GBM	3.102456829	3.26545319	2.939460468
TCGA-26-1439-01A	GBM	2.806966219	3.162175851	2.451756586
TCGA-26-1442-01A	GBM	3.03708081	3.245688509	2.82847311
TCGA-26-1799-01A	GBM	3.012371114	3.231205804	2.793536423
TCGA-26-5132-01A	GBM	3.011278262	3.39586361	2.626692914
TCGA-26-5133-01A	GBM	2.769314594	3.51738447	2.021244718
TCGA-26-5134-01A	GBM	2.323316434	2.581991441	2.064641427
TCGA-26-5135-01A	GBM	2.571877364	2.477117929	2.666636798
TCGA-26-5136-01B	GBM	2.638662317	3.135005104	2.142319531
TCGA-26-5139-01A	GBM	2.462079453	2.597347805	2.326811101
TCGA-26-6173-01A	GBM	2.744154056	2.662911676	2.825396436
TCGA-26-6174-01A	GBM	2.540305921	2.772700968	2.307910873
TCGA-26-A7UX-01B	GBM	2.648296588	3.444205582	1.852387595
TCGA-27-1830-01A	GBM	2.996693085	3.251427864	2.741958306
TCGA-27-1831-01A	GBM	3.161937147	3.204240284	3.11963401
TCGA-27-1832-01A	GBM	2.808668909	2.690563111	2.926774707
TCGA-27-1833-01A	GBM	2.816411233	3.349466139	2.283356327
TCGA-27-1834-01A	GBM	3.440401317	3.729819092	3.150983541
TCGA-27-1835-01A	GBM	2.677720198	2.990191177	2.365249219
TCGA-27-1836-01A	GBM	2.584568371	2.170546463	2.998590279
TCGA-27-1837-01A	GBM	2.735628976	3.06392644	2.407331511
TCGA-27-1838-01A	GBM	3.357609892	3.480522169	3.234697615
TCGA-27-2518-01A	GBM	2.926959285	2.828737316	3.025181254
TCGA-27-2519-01A	GBM	2.581366796	3.019850895	2.142882698
TCGA-27-2521-01A	GBM	3.24732766	3.672418733	2.822236587
TCGA-27-2523-01A	GBM	2.817382064	3.202195895	2.432568232
TCGA-27-2524-01A	GBM	2.674291134	3.201545784	2.147036483
TCGA-27-2526-01A	GBM	2.970895229	3.272907556	2.668882901
TCGA-27-2527-01A	GBM	2.256530213	2.210469586	2.302590839
TCGA-27-2528-01A	GBM	3.126088765	3.233910808	3.018266722
TCGA-28-1745-01B	GBM	1.630109352	2.661186103	0.599032601
TCGA-28-1746-01A	GBM	2.950099186	3.586442296	2.313756075
TCGA-28-1747-01C	GBM	2.68152583	2.647212052	2.715839607
TCGA-28-1749-01A	GBM	2.885568282	3.31923402	2.451902545
TCGA-28-1750-01A	GBM	2.913298315	2.950621829	2.875974802
TCGA-28-1751-01A	GBM	2.603424258	2.790245575	2.416602942
TCGA-28-1752-01A	GBM	2.671518891	2.465218762	2.877819021
TCGA-28-1753-01A	GBM	2.926912118	2.971923343	2.881900892
TCGA-28-1755-01A	GBM	2.621663848	3.405697925	1.837629771
TCGA-28-1757-01A	GBM	2.899100402	2.860967299	2.937233506
TCGA-28-1760-01A	GBM	2.933462632	3.361813723	2.50511154
TCGA-28-2501-01A	GBM	2.277551185	2.029254909	2.525847461
TCGA-28-2502-01B	GBM	2.493957905	2.677589506	2.310326304
TCGA-28-2506-01A	GBM	3.057319835	3.262417121	2.852222549
TCGA-28-2509-01A	GBM	3.280901741	3.787696649	2.774106833
TCGA-28-2510-01A	GBM	2.179800615	2.290557263	2.069043968
TCGA-28-2513-01A	GBM	2.031869063	1.833246072	2.230492055
TCGA-28-2514-01A	GBM	2.766035196	3.399103503	2.132966889
TCGA-28-5204-01A	GBM	2.719282392	3.133223424	2.30534136
TCGA-28-5207-01A	GBM	2.938176672	3.163210523	2.713142822
TCGA-28-5208-01A	GBM	2.74193996	3.00477922	2.4791007
TCGA-28-5209-01A	GBM	2.801988044	3.12921138	2.474764709
TCGA-28-5211-01C	GBM	2.580312178	2.677002196	2.48362216
TCGA-28-5213-01A	GBM	2.18222228	2.253717182	2.110727378
TCGA-28-5214-01A	GBM	3.021526738	3.102824692	2.940228784
TCGA-28-5215-01A	GBM	2.843904179	3.024260067	2.663548291
TCGA-28-5216-01A	GBM	3.180530014	3.776637495	2.584422533
TCGA-28-5218-01A	GBM	3.035140453	3.272804327	2.797476578
TCGA-28-5219-01A	GBM	2.998116832	3.412307965	2.583925699
TCGA-28-5220-01A	GBM	2.767487683	3.192131533	2.342843832
TCGA-28-6450-01A	GBM	2.925618909	2.981877248	2.869360569
TCGA-32-1970-01A	GBM	3.322906236	3.419466324	3.226346148
TCGA-32-1976-01A	GBM	3.101388419	3.601997713	2.600779126
TCGA-32-1977-01A	GBM	2.517218161	2.566888299	2.467548024
TCGA-32-1979-01A	GBM	2.879832889	3.079259385	2.680406392
TCGA-32-1980-01A	GBM	1.466303318	0.997502546	1.93510409
TCGA-32-1982-01A	GBM	2.411138665	2.821081559	2.00119577
TCGA-32-1986-01A	GBM	2.729999318	2.650000838	2.809997797
TCGA-32-1991-01A	GBM	2.882786001	3.185409897	2.580162105
TCGA-32-2491-01A	GBM	2.807934507	2.858518397	2.757350618
TCGA-32-2494-01A	GBM	2.237474447	2.261145126	2.213803768
TCGA-32-2495-01A	GBM	2.935199541	3.507416485	2.362982597
TCGA-32-2615-01A	GBM	2.989275109	3.351589155	2.626961062
TCGA-32-2616-01A	GBM	2.986927073	3.279092237	2.694761908
TCGA-32-2632-01A	GBM	3.263785105	3.269139348	3.258430862
TCGA-32-2634-01A	GBM	2.982163493	3.487817598	2.476509388
