Sample	Cancer type	DITHER score	mDITHER score	cDITHER score
TCGA-43-5668-01A	LUSC	2.959047483	3.269682213	2.648412752
TCGA-43-5670-01A	LUSC	2.963257788	3.148067553	2.778448024
TCGA-43-6143-01A	LUSC	3.515239239	4.094439106	2.936039372
TCGA-43-6647-01A	LUSC	2.281610835	2.191892871	2.3713288
TCGA-43-6770-01A	LUSC	2.989552097	3.434770119	2.544334075
TCGA-43-6771-01A	LUSC	2.992076105	2.870120925	3.114031286
TCGA-43-6773-01A	LUSC	1.728393208	1.817848672	1.638937744
TCGA-43-7656-01A	LUSC	2.831970607	3.156861901	2.507079314
TCGA-43-7657-01A	LUSC	3.088293343	3.350644229	2.825942457
TCGA-43-7658-01A	LUSC	3.441415659	3.724521418	3.158309901
TCGA-43-8115-01A	LUSC	2.691438719	2.956278361	2.426599076
TCGA-43-8116-01A	LUSC	2.959331707	3.364220271	2.554443142
TCGA-43-8118-01A	LUSC	2.928098865	2.909022256	2.947175473
TCGA-43-A474-01A	LUSC	3.286045975	3.779486172	2.792605778
TCGA-43-A475-01A	LUSC	2.764717434	2.997628183	2.531806685
TCGA-43-A56U-01A	LUSC	1.757746113	1.671836881	1.843655345
TCGA-43-A56V-01A	LUSC	3.124731513	3.277868651	2.971594375
TCGA-46-3765-01A	LUSC	3.244540247	3.244568462	3.244512031
TCGA-46-3767-01A	LUSC	2.211252606	2.299809666	2.122695546
TCGA-46-3768-01A	LUSC	3.537043037	4.088568795	2.985517278
TCGA-46-3769-01A	LUSC	3.356564572	3.629817562	3.083311582
TCGA-46-6025-01A	LUSC	3.169173991	3.555997257	2.782350725
TCGA-46-6026-01A	LUSC	3.561992515	4.025455894	3.098529135
TCGA-51-4079-01A	LUSC	3.074548459	3.070334951	3.078761968
TCGA-51-4080-01A	LUSC	3.269522469	3.524186223	3.014858715
TCGA-51-4081-01A	LUSC	3.249949967	3.748622828	2.751277106
TCGA-51-6867-01A	LUSC	3.3121306	3.844817046	2.779444153
TCGA-52-7622-01A	LUSC	2.466195028	2.478165545	2.454224511
TCGA-52-7809-01A	LUSC	3.265938369	3.680587758	2.851288979
TCGA-52-7810-01A	LUSC	3.256425932	3.54200765	2.970844213
TCGA-52-7811-01A	LUSC	2.634171577	2.923752257	2.344590898
TCGA-52-7812-01A	LUSC	2.811514727	3.022704415	2.600325039
TCGA-56-1622-01A	LUSC	3.727313033	3.971673543	3.482952522
TCGA-56-5897-01A	LUSC	2.382220791	2.70215259	2.062288991
TCGA-56-5898-01A	LUSC	3.015232907	2.960243403	3.070222411
TCGA-56-6545-01A	LUSC	3.05870557	3.065174552	3.052236588
TCGA-56-6546-01A	LUSC	2.528806358	2.726027914	2.331584801
TCGA-56-7221-01A	LUSC	2.973963698	3.317138216	2.630789179
TCGA-56-7222-01A	LUSC	2.992980208	3.711465897	2.274494519
TCGA-56-7223-01A	LUSC	3.585185961	3.969801154	3.200570768
TCGA-56-7579-01A	LUSC	2.955588603	3.467930761	2.443246445
TCGA-56-7580-01A	LUSC	2.844308382	3.082089965	2.606526798
TCGA-56-7582-01A	LUSC	3.276033606	3.886253201	2.665814012
TCGA-56-7730-01A	LUSC	3.495850909	3.977272431	3.014429386
TCGA-56-7731-01A	LUSC	1.836234018	1.780175074	1.892292962
TCGA-56-7822-01A	LUSC	2.807241196	3.065497466	2.548984927
TCGA-56-7823-01B	LUSC	3.013346844	3.660681024	2.366012663
TCGA-56-8082-01A	LUSC	3.174475274	3.724925816	2.624024733
TCGA-56-8083-01A	LUSC	2.822422365	3.619923136	2.024921594
TCGA-56-8201-01A	LUSC	2.443564282	2.851900697	2.035227866
TCGA-56-8304-01A	LUSC	2.627760027	3.029332203	2.226187851
TCGA-56-8305-01A	LUSC	2.852532804	3.293779356	2.411286252
TCGA-56-8307-01A	LUSC	2.741817437	3.205627102	2.278007771
TCGA-56-8308-01A	LUSC	3.108172942	3.386121378	2.830224506
TCGA-56-8309-01A	LUSC	2.136982336	2.175541968	2.098422704
TCGA-56-8503-01A	LUSC	2.303473534	1.950743281	2.656203787
TCGA-56-8504-01A	LUSC	2.996820345	3.321573976	2.672066713
TCGA-56-8622-01A	LUSC	2.908699161	2.874833605	2.942564717
TCGA-56-8624-01A	LUSC	2.474813413	2.847025664	2.102601163
TCGA-56-8625-01A	LUSC	2.560206459	2.631178368	2.489234551
TCGA-56-8626-01A	LUSC	2.546648942	2.689021245	2.404276639
TCGA-56-8628-01A	LUSC	2.698715714	2.50258313	2.894848299
TCGA-56-8629-01A	LUSC	3.42037403	3.842746368	2.998001691
TCGA-56-A49D-01A	LUSC	2.877130869	3.203323246	2.550938491
TCGA-56-A4BW-01A	LUSC	3.18229434	3.184947097	3.179641583
TCGA-56-A4BX-01A	LUSC	3.520346245	4.032233723	3.008458767
TCGA-56-A4BY-01A	LUSC	3.065976082	3.421778601	2.710173563
TCGA-56-A4ZJ-01A	LUSC	2.010197423	1.613714972	2.406679874
TCGA-56-A4ZK-01A	LUSC	3.036671677	3.096509146	2.976834207
TCGA-56-A5DR-01A	LUSC	2.96134903	3.229243508	2.693454552
TCGA-56-A5DS-01A	LUSC	2.323469464	2.375724082	2.271214845
TCGA-56-A62T-01A	LUSC	3.297423381	3.87132984	2.723516922
TCGA-58-8386-01A	LUSC	2.989968947	3.267177672	2.712760222
TCGA-58-8387-01A	LUSC	2.502289115	2.62811776	2.376460469
TCGA-58-8388-01A	LUSC	2.781513796	3.325374997	2.237652596
TCGA-58-8390-01A	LUSC	3.094740802	3.793569205	2.395912398
TCGA-58-8391-01A	LUSC	3.384657938	3.686733958	3.082581919
TCGA-58-8392-01A	LUSC	3.197611457	3.808622604	2.586600311
TCGA-58-8393-01A	LUSC	2.422230356	2.737846014	2.106614698
TCGA-58-A46J-01A	LUSC	2.494840052	2.593594763	2.396085342
TCGA-58-A46K-01A	LUSC	2.86970635	3.428808472	2.310604228
TCGA-58-A46L-01A	LUSC	3.09837913	3.276005488	2.920752771
TCGA-58-A46M-01A	LUSC	3.464807445	3.846716669	3.08289822
TCGA-58-A46N-01A	LUSC	3.189027868	3.724134956	2.653920781
TCGA-60-2695-01A	LUSC	3.329347833	3.852579973	2.806115693
TCGA-60-2697-01A	LUSC	1.602942578	1.198183948	2.007701209
TCGA-60-2698-01A	LUSC	2.938290923	3.303196747	2.573385099
TCGA-60-2703-01A	LUSC	2.456049241	2.630617911	2.281480572
TCGA-60-2704-01A	LUSC	2.588547924	2.644516911	2.532578937
TCGA-60-2706-01A	LUSC	3.235481401	3.551834016	2.919128785
TCGA-60-2707-01A	LUSC	3.098432162	3.236120778	2.960743547
TCGA-60-2708-01A	LUSC	3.350603425	3.625861435	3.075345416
TCGA-60-2709-01A	LUSC	2.38458464	2.391302585	2.377866695
TCGA-60-2710-01A	LUSC	2.919598204	3.217955418	2.62124099
TCGA-60-2711-01A	LUSC	3.350173923	3.46282083	3.237527015
TCGA-60-2712-01A	LUSC	2.782162161	2.866910632	2.697413689
TCGA-60-2713-01A	LUSC	3.178136404	3.487388412	2.868884395
TCGA-60-2714-01A	LUSC	3.184012316	3.482899981	2.885124652
TCGA-60-2715-01A	LUSC	2.212164828	2.10141737	2.322912286
TCGA-60-2716-01A	LUSC	2.066453376	2.220429781	1.912476971
TCGA-60-2719-01A	LUSC	3.339236537	3.701601181	2.976871893
TCGA-60-2720-01A	LUSC	2.229577697	2.240718806	2.218436587
TCGA-60-2721-01A	LUSC	3.049022215	3.103074466	2.994969964
TCGA-60-2722-01A	LUSC	3.459839167	3.987867442	2.931810892
TCGA-60-2723-01A	LUSC	3.002941689	3.231546589	2.774336789
TCGA-60-2724-01A	LUSC	2.686534596	2.85191149	2.521157702
TCGA-60-2725-01A	LUSC	2.532381564	2.57017493	2.494588198
TCGA-60-2726-01A	LUSC	2.96200239	3.106943187	2.817061592
TCGA-63-5128-01A	LUSC	3.469500014	3.896141614	3.042858413
TCGA-63-5131-01A	LUSC	3.189170815	3.589600105	2.788741526
TCGA-63-6202-01A	LUSC	2.79864263	3.29667072	2.30061454
TCGA-63-7020-01A	LUSC	3.037055203	3.53618508	2.537925327
TCGA-63-7021-01A	LUSC	2.235547021	2.298033077	2.173060966
TCGA-63-7022-01A	LUSC	1.955052319	2.015024441	1.895080197
TCGA-63-7023-01A	LUSC	3.395930121	3.908364688	2.883495554
TCGA-63-A5M9-01A	LUSC	3.495479713	3.75221381	3.238745616
TCGA-63-A5MB-01A	LUSC	3.625743204	3.876620641	3.374865766
TCGA-63-A5MG-01A	LUSC	2.486685087	2.441833238	2.531536936
TCGA-63-A5MH-01A	LUSC	3.215110557	3.818455108	2.611766007
TCGA-63-A5MI-01A	LUSC	3.248136399	3.510562574	2.985710224
TCGA-63-A5MJ-01A	LUSC	3.130679394	3.375873487	2.885485302
TCGA-63-A5ML-01A	LUSC	3.325486353	4.008227462	2.642745245
TCGA-63-A5MM-01A	LUSC	2.301510838	2.415998979	2.187022696
TCGA-63-A5MN-01A	LUSC	1.712834975	1.693763984	1.731905966
TCGA-63-A5MP-01A	LUSC	2.91548332	3.028274113	2.802692526
TCGA-63-A5MR-01A	LUSC	2.846711372	2.869987524	2.823435221
TCGA-63-A5MS-01A	LUSC	2.487116615	2.55940577	2.414827461
TCGA-63-A5MT-01A	LUSC	2.737709593	2.901903172	2.573516013
TCGA-63-A5MU-01A	LUSC	3.701194304	3.98340535	3.418983259
TCGA-63-A5MV-01A	LUSC	2.901013461	3.034148047	2.767878874
TCGA-63-A5MW-01A	LUSC	3.413378133	3.565434196	3.26132207
TCGA-63-A5MY-01A	LUSC	3.309297904	3.676143697	2.942452111
TCGA-66-2727-01A	LUSC	3.178452327	3.276758178	3.080146476
TCGA-66-2734-01A	LUSC	2.3783204	2.494186607	2.262454193
TCGA-66-2742-01A	LUSC	3.297564067	3.479897438	3.115230695
TCGA-66-2744-01A	LUSC	3.053408373	3.272270817	2.834545929
TCGA-66-2754-01A	LUSC	3.306668949	3.815841039	2.797496859
TCGA-66-2755-01A	LUSC	2.85690806	3.033943896	2.679872223
TCGA-66-2756-01A	LUSC	3.571439541	3.929264535	3.213614547
TCGA-66-2757-01A	LUSC	3.070937968	3.69913796	2.442737976
TCGA-66-2758-01A	LUSC	3.10747796	3.569929625	2.645026295
TCGA-66-2759-01A	LUSC	3.291699026	3.599743861	2.98365419
TCGA-66-2763-01A	LUSC	3.331287148	3.542579623	3.119994672
TCGA-66-2765-01A	LUSC	2.765323975	2.959160936	2.571487014
TCGA-66-2766-01A	LUSC	3.522962447	4.005132895	3.040791998
TCGA-66-2767-01A	LUSC	2.960994044	3.041819894	2.880168193
TCGA-66-2768-01A	LUSC	2.719864664	3.232808559	2.20692077
TCGA-66-2769-01A	LUSC	2.508307264	2.618618761	2.397995767
TCGA-66-2770-01A	LUSC	2.933793489	3.327663573	2.539923405
TCGA-66-2771-01A	LUSC	2.731429012	2.984309196	2.478548827
TCGA-66-2773-01A	LUSC	2.801181908	2.94340607	2.658957747
TCGA-66-2777-01A	LUSC	2.9036005	3.080579392	2.726621607
TCGA-66-2778-01A	LUSC	2.431057367	2.541476795	2.320637939
TCGA-66-2780-01A	LUSC	2.584804677	2.635045139	2.534564214
TCGA-66-2781-01A	LUSC	3.027716774	3.216692132	2.838741415
TCGA-66-2782-01A	LUSC	2.700138682	2.890204628	2.510072736
TCGA-66-2783-01A	LUSC	3.00731214	2.988245928	3.026378351
TCGA-66-2785-01A	LUSC	2.850097068	2.847668463	2.852525673
TCGA-66-2786-01A	LUSC	2.759406605	3.040271512	2.478541699
TCGA-66-2787-01A	LUSC	3.001364321	3.419397339	2.583331303
TCGA-66-2788-01A	LUSC	2.644374364	2.859763452	2.428985276
TCGA-66-2789-01A	LUSC	2.991961166	3.223683432	2.760238901
TCGA-66-2791-01A	LUSC	2.752528864	2.946748109	2.558309618
TCGA-66-2792-01A	LUSC	3.43711552	3.83666657	3.03756447
TCGA-66-2793-01A	LUSC	3.738411506	4.180951991	3.29587102
TCGA-66-2794-01A	LUSC	2.983829054	3.231267653	2.736390455
TCGA-66-2795-01A	LUSC	3.151538311	3.38420962	2.918867001
TCGA-66-2800-01A	LUSC	3.274334593	3.811604282	2.737064904
TCGA-68-7755-01A	LUSC	3.08565093	3.698025539	2.473276321
TCGA-68-7756-01A	LUSC	2.543171183	2.794789458	2.291552907
TCGA-68-7757-01B	LUSC	2.350507177	2.49885839	2.202155963
TCGA-68-8250-01A	LUSC	3.091604907	3.476652078	2.706557735
TCGA-68-8251-01A	LUSC	2.533900156	2.984675156	2.083125157
TCGA-68-A59J-01A	LUSC	3.208756634	3.409073791	3.008439478
TCGA-6A-AB49-01A	LUSC	3.494654033	3.901334674	3.087973392
TCGA-70-6722-01A	LUSC	2.735658764	2.806684405	2.664633122
TCGA-70-6723-01A	LUSC	3.697079246	4.152825815	3.241332677
TCGA-77-6842-01A	LUSC	3.174765824	3.443158432	2.906373216
TCGA-77-6843-01A	LUSC	2.993827223	3.373316519	2.614337926
TCGA-77-6844-01A	LUSC	2.904590507	3.400178637	2.409002377
TCGA-77-6845-01A	LUSC	3.570376032	3.993896306	3.146855759
TCGA-77-7138-01A	LUSC	2.315036275	2.215212491	2.414860059
TCGA-77-7139-01A	LUSC	3.416669409	3.928330792	2.905008026
TCGA-77-7140-01A	LUSC	3.470639594	3.957877412	2.983401777
TCGA-77-7141-01A	LUSC	3.254917958	3.550539469	2.959296447
TCGA-77-7142-01A	LUSC	3.039078108	3.394288171	2.683868044
TCGA-77-7335-01A	LUSC	2.655152173	2.782130509	2.528173837
TCGA-77-7337-01A	LUSC	2.871268538	3.071637951	2.670899124
TCGA-77-7338-01A	LUSC	2.910140429	3.095811218	2.724469641
TCGA-77-7463-01A	LUSC	3.327343451	3.770051776	2.884635125
TCGA-77-7465-01A	LUSC	3.026027137	3.518832484	2.533221791
TCGA-77-8007-01A	LUSC	2.543379277	2.537636097	2.549122457
TCGA-77-8008-01A	LUSC	2.531848197	2.482217825	2.581478569
TCGA-77-8009-01A	LUSC	3.32076973	3.784373159	2.857166301
TCGA-77-8128-01A	LUSC	3.345380848	3.975282867	2.715478829
TCGA-77-8130-01A	LUSC	2.926654168	3.107866971	2.745441365
TCGA-77-8131-01A	LUSC	1.790897	1.81158251	1.77021149
TCGA-77-8133-01A	LUSC	3.011132973	3.277828309	2.744437637
TCGA-77-8136-01A	LUSC	2.386283173	2.478790412	2.293775933
TCGA-77-8138-01A	LUSC	2.351104747	2.623823526	2.078385967
TCGA-77-8139-01A	LUSC	2.577855649	2.894536773	2.261174525
TCGA-77-8140-01A	LUSC	2.760677176	2.985504547	2.535849804
TCGA-77-8143-01A	LUSC	3.476308907	3.978716046	2.973901769
TCGA-77-8144-01A	LUSC	2.976666144	3.511883958	2.44144833
TCGA-77-8145-01A	LUSC	2.88343865	3.044990136	2.721887165
TCGA-77-8148-01A	LUSC	3.32476379	3.89167909	2.75784849
TCGA-77-8150-01A	LUSC	3.112581718	3.647255429	2.577908008
TCGA-77-8153-01A	LUSC	3.256292782	3.633040046	2.879545519
TCGA-77-8154-01A	LUSC	3.017872595	3.434495024	2.601250166
TCGA-77-8156-01A	LUSC	2.637495445	2.799170064	2.475820826
TCGA-77-A5G1-01A	LUSC	2.236253807	2.23152129	2.240986325
TCGA-77-A5G3-01A	LUSC	2.986747949	3.126768483	2.846727414
TCGA-77-A5G6-01A	LUSC	3.550174813	3.83148471	3.268864917
TCGA-77-A5G7-01B	LUSC	3.022501749	3.298361175	2.746642324
TCGA-77-A5G8-01B	LUSC	3.226019718	3.560622713	2.891416724
TCGA-77-A5GA-01A	LUSC	2.659260311	2.87439005	2.444130572
TCGA-77-A5GB-01B	LUSC	2.025698366	2.047926198	2.003470534
TCGA-77-A5GF-01A	LUSC	3.311439983	3.785953165	2.8369268
TCGA-77-A5GH-01A	LUSC	2.716034169	3.053490996	2.378577342
TCGA-79-5596-01A	LUSC	2.785740174	3.361428731	2.210051618
TCGA-85-6175-01A	LUSC	2.463782245	2.39378632	2.533778169
TCGA-85-6560-01A	LUSC	3.05731862	3.528713207	2.585924033
TCGA-85-6561-01A	LUSC	2.594860286	2.84513883	2.344581742
TCGA-85-6798-01A	LUSC	3.307199556	3.512746796	3.101652316
TCGA-85-7696-01A	LUSC	3.205852701	3.623046091	2.788659311
TCGA-85-7697-01A	LUSC	2.409871503	2.760934277	2.058808729
TCGA-85-7698-01A	LUSC	2.955806611	3.452928194	2.458685029
TCGA-85-7699-01A	LUSC	2.769673412	3.212843024	2.326503799
TCGA-85-7710-01A	LUSC	2.973144388	3.380294404	2.565994372
TCGA-85-7843-01A	LUSC	3.215553489	3.536766901	2.894340076
TCGA-85-7844-01A	LUSC	2.936728592	3.086467334	2.786989849
TCGA-85-7950-01A	LUSC	3.087683163	3.582110757	2.593255568
TCGA-85-8048-01A	LUSC	2.065319972	2.282776768	1.847863175
TCGA-85-8049-01A	LUSC	2.302685925	2.273012521	2.332359329
TCGA-85-8052-01A	LUSC	2.689399844	3.15645935	2.222340338
TCGA-85-8070-01A	LUSC	3.651033813	4.103309696	3.198757931
TCGA-85-8071-01A	LUSC	3.145492694	3.813693105	2.477292284
TCGA-85-8072-01A	LUSC	2.976586797	3.51219707	2.440976524
TCGA-85-8276-01A	LUSC	2.646037645	2.949827729	2.342247562
TCGA-85-8277-01A	LUSC	3.214640743	3.823966955	2.605314531
TCGA-85-8287-01A	LUSC	2.848570355	3.072828107	2.624312603
TCGA-85-8288-01A	LUSC	2.559165729	3.16859995	1.949731509
TCGA-85-8350-01A	LUSC	2.865822345	3.108585596	2.623059095
TCGA-85-8351-01A	LUSC	2.995952886	3.34895515	2.642950622
TCGA-85-8352-01A	LUSC	3.482940988	3.9520011	3.013880876
TCGA-85-8353-01A	LUSC	2.619027849	2.664827724	2.573227973
TCGA-85-8354-01A	LUSC	3.422998294	3.861872283	2.984124304
TCGA-85-8355-01A	LUSC	2.195814007	2.279098114	2.112529899
TCGA-85-8479-01A	LUSC	3.22636889	3.557534839	2.895202941
TCGA-85-8481-01A	LUSC	2.553997589	2.569166351	2.538828827
TCGA-85-8580-01A	LUSC	2.650271041	2.726197237	2.574344845
TCGA-85-8582-01A	LUSC	2.44128997	2.382749753	2.499830188
TCGA-85-8584-01A	LUSC	2.861604913	2.550400781	3.172809044
TCGA-85-8664-01A	LUSC	3.550938935	3.951894663	3.149983206
TCGA-85-8666-01A	LUSC	2.734282456	2.895427926	2.573136986
TCGA-85-A4CL-01A	LUSC	2.995494421	3.361482512	2.629506331
TCGA-85-A4CN-01A	LUSC	2.784360041	3.285519856	2.283200227
TCGA-85-A4JB-01A	LUSC	2.969138373	3.068367199	2.869909547
TCGA-85-A4JC-01A	LUSC	2.275849501	2.389893467	2.161805534
TCGA-85-A4PA-01A	LUSC	1.826611016	1.435520504	2.217701527
TCGA-85-A4QQ-01A	LUSC	2.894757731	3.25299732	2.536518142
TCGA-85-A4QR-01A	LUSC	3.558961558	3.998776336	3.11914678
TCGA-85-A50M-01A	LUSC	2.493101698	2.529818419	2.456384978
TCGA-85-A50Z-01A	LUSC	2.361436466	2.420308439	2.302564493
TCGA-85-A510-01A	LUSC	3.137025213	3.43765097	2.836399457
TCGA-85-A511-01A	LUSC	2.433228714	2.682236642	2.184220787
TCGA-85-A512-01A	LUSC	3.030453111	3.594428778	2.466477444
TCGA-85-A513-01A	LUSC	2.173234041	1.29762623	3.048841852
TCGA-85-A53L-01A	LUSC	2.937106172	2.880422908	2.993789436
TCGA-85-A5B5-01A	LUSC	3.318835795	3.811974579	2.82569701
TCGA-90-7766-01A	LUSC	2.768035422	2.722747158	2.813323686
TCGA-90-7767-01A	LUSC	3.110915023	3.533302796	2.68852725
TCGA-90-7769-01A	LUSC	3.186594125	3.607292549	2.765895701
TCGA-90-7964-01A	LUSC	2.766293651	3.3190973	2.213490003
TCGA-90-A4ED-01A	LUSC	2.756847702	3.108478436	2.405216969
TCGA-90-A4EE-01A	LUSC	2.709979171	2.735388908	2.684569434
TCGA-90-A59Q-01A	LUSC	2.221773735	2.555361257	1.888186212
TCGA-92-7340-01A	LUSC	2.728924041	2.904214548	2.553633534
TCGA-92-7341-01A	LUSC	3.239500388	3.698786203	2.780214573
TCGA-92-8063-01A	LUSC	2.948735453	3.117146307	2.780324598
TCGA-92-8064-01A	LUSC	2.891285805	3.130176462	2.652395148
TCGA-92-8065-01A	LUSC	2.811640515	2.967394873	2.655886157
TCGA-94-7033-01A	LUSC	2.630673806	2.828580838	2.432766774
TCGA-94-7557-01A	LUSC	3.047331158	3.463944074	2.630718242
TCGA-94-7943-01A	LUSC	3.150382277	3.554714095	2.746050459
TCGA-94-8035-01A	LUSC	2.781158215	2.989746161	2.572570269
TCGA-94-8490-01A	LUSC	2.995969403	3.619536919	2.372401887
TCGA-94-8491-01A	LUSC	2.909624524	3.317946998	2.50130205
TCGA-94-A4VJ-01A	LUSC	3.022321933	3.275522858	2.769121007
TCGA-94-A5I4-01A	LUSC	3.471018213	3.734725966	3.20731046
TCGA-94-A5I6-01A	LUSC	2.83363995	3.215404956	2.451874944
TCGA-96-7544-01A	LUSC	2.991350704	3.288184178	2.694517231
TCGA-96-7545-01A	LUSC	2.601448623	2.623219897	2.579677348
TCGA-96-8169-01A	LUSC	2.570545806	2.852486216	2.288605397
TCGA-96-8170-01A	LUSC	2.138194834	2.488823963	1.787565704
TCGA-96-A4JK-01A	LUSC	3.227065309	3.599209474	2.854921144
TCGA-96-A4JL-01A	LUSC	2.337375718	2.446060168	2.228691268
TCGA-98-7454-01A	LUSC	1.92762267	2.313415282	1.541830058
TCGA-98-8020-01A	LUSC	2.996798175	3.312460634	2.681135716
TCGA-98-8021-01A	LUSC	2.880506844	3.027674426	2.733339261
TCGA-98-8022-01A	LUSC	2.787213003	3.167453991	2.406972015
TCGA-98-8023-01A	LUSC	2.821092597	2.928936911	2.713248283
TCGA-98-A538-01A	LUSC	3.118922668	3.36592077	2.871924566
TCGA-98-A539-01A	LUSC	2.900502497	3.083309268	2.717695727
TCGA-98-A53A-01A	LUSC	3.203336967	3.365728414	3.040945519
TCGA-98-A53B-01A	LUSC	3.0218319	3.174849585	2.868814214
TCGA-98-A53C-01A	LUSC	1.151224333	0	2.302448665
TCGA-98-A53H-01A	LUSC	1.456484023	1.170229571	1.742738475
TCGA-98-A53I-01A	LUSC	3.100534834	3.148779203	3.052290465
TCGA-98-A53J-01A	LUSC	2.933976356	3.110882857	2.757069854
TCGA-J1-A4AH-01A	LUSC	3.020538537	3.259383833	2.781693241
TCGA-L3-A4E7-01A	LUSC	2.505151927	2.830921538	2.179382317
TCGA-L3-A524-01A	LUSC	3.302548152	3.566421354	3.038674949
TCGA-LA-A446-01A	LUSC	3.039564476	3.464218781	2.614910171
TCGA-LA-A7SW-01A	LUSC	3.017914676	3.077437445	2.958391907
TCGA-MF-A522-01A	LUSC	3.488560649	3.699630187	3.277491112
TCGA-NC-A5HD-01A	LUSC	3.581957343	3.823687975	3.34022671
TCGA-NC-A5HE-01A	LUSC	2.599802951	2.475762986	2.723842916
TCGA-NC-A5HF-01A	LUSC	3.162431002	3.4181162	2.906745804
TCGA-NC-A5HG-01A	LUSC	3.587223642	4.03069464	3.143752644
TCGA-NC-A5HH-01A	LUSC	3.553258344	4.080984923	3.025531765
TCGA-NC-A5HI-01A	LUSC	2.831122038	3.096945738	2.565298339
TCGA-NC-A5HJ-01A	LUSC	2.105968258	2.301193456	1.91074306
TCGA-NC-A5HK-01A	LUSC	3.186376503	3.603684705	2.769068301
TCGA-NC-A5HL-01A	LUSC	3.318208616	3.505641458	3.130775775
TCGA-NC-A5HM-01A	LUSC	3.160909051	3.633905381	2.687912722
TCGA-NC-A5HN-01A	LUSC	3.3442326	3.556001573	3.132463627
TCGA-NC-A5HO-01A	LUSC	2.93936712	3.10272473	2.776009511
TCGA-NC-A5HP-01A	LUSC	3.384913376	3.674185225	3.095641526
TCGA-NC-A5HQ-01A	LUSC	3.170126261	3.40857735	2.931675172
TCGA-NC-A5HR-01A	LUSC	3.196129672	3.537722492	2.854536852
TCGA-NC-A5HT-01A	LUSC	3.0771039	3.42812554	2.72608226
TCGA-NK-A5CR-01A	LUSC	3.413146352	3.797239729	3.029052975
TCGA-NK-A5CT-01A	LUSC	2.898393093	2.851583248	2.945202938
TCGA-NK-A5CX-01A	LUSC	2.716279051	2.973898035	2.458660067
TCGA-NK-A5D1-01A	LUSC	3.344411765	3.865500129	2.823323401
TCGA-NK-A7XE-01A	LUSC	2.899965524	3.117902968	2.682028081
TCGA-O2-A52N-01A	LUSC	3.403574134	3.598899983	3.208248286
TCGA-O2-A52Q-01A	LUSC	3.309756908	3.515790697	3.103723118
TCGA-O2-A52S-01A	LUSC	3.085702368	3.476076018	2.695328719
TCGA-O2-A52V-01A	LUSC	2.418011546	2.414822838	2.421200253
TCGA-O2-A52W-01A	LUSC	3.039022518	3.053278807	3.024766229
TCGA-O2-A5IB-01A	LUSC	3.084964164	3.883543615	2.286384714
TCGA-XC-AA0X-01A	LUSC	2.425235925	2.390763299	2.459708551
TCGA-3H-AB3K-01A	MESO	2.461194011	3.08379804	1.838589981
TCGA-3H-AB3L-01A	MESO	2.498937032	3.053426967	1.944447096
TCGA-3H-AB3M-01A	MESO	3.070839667	3.398208844	2.743470489
TCGA-3H-AB3O-01A	MESO	2.0689671	1.960964047	2.176970152
TCGA-3H-AB3S-01A	MESO	2.780358752	3.332965215	2.227752289
TCGA-3H-AB3T-01A	MESO	2.222432587	2.571309024	1.873556151
TCGA-3H-AB3U-01A	MESO	2.798028414	3.519247563	2.076809264
TCGA-3H-AB3X-01A	MESO	2.460043785	2.764702666	2.155384904
TCGA-3U-A98D-01A	MESO	2.639555323	3.017596882	2.261513765
TCGA-3U-A98E-01A	MESO	2.751337662	3.144797217	2.357878107
TCGA-3U-A98F-01A	MESO	2.99348909	3.572599636	2.414378544
TCGA-3U-A98G-01A	MESO	1.512359107	0.918295834	2.10642238
TCGA-3U-A98H-01A	MESO	2.520550486	2.518571191	2.522529782
TCGA-3U-A98I-01A	MESO	2.635642741	2.904076986	2.367208495
TCGA-3U-A98J-01A	MESO	2.790656474	2.955433605	2.625879343
TCGA-LK-A4NW-01A	MESO	2.497731325	2.515536741	2.479925909
TCGA-LK-A4NY-01A	MESO	2.685123027	2.904274606	2.465971449
TCGA-LK-A4NZ-01A	MESO	2.244528096	2.303916809	2.185139382
TCGA-LK-A4O0-01A	MESO	2.376445837	2.644038202	2.108853472
TCGA-LK-A4O2-01A	MESO	2.385735385	2.18974961	2.581721161
TCGA-LK-A4O4-01A	MESO	0.975030801	0	1.950061602
TCGA-LK-A4O5-01A	MESO	2.610722438	2.946139006	2.27530587
TCGA-LK-A4O6-01A	MESO	1.894886845	1.950873348	1.838900342
TCGA-LK-A4O7-01A	MESO	2.596432773	3.036569396	2.15629615
TCGA-MQ-A4KX-01A	MESO	2.18863687	2.583616975	1.793656765
TCGA-MQ-A4LC-01A	MESO	2.506091332	2.775002652	2.237180013
TCGA-MQ-A4LI-01A	MESO	2.871263819	3.2114712	2.531056437
TCGA-MQ-A4LJ-01A	MESO	2.664146752	2.816333281	2.511960223
TCGA-MQ-A4LM-01A	MESO	2.041960846	1.899364008	2.184557683
TCGA-MQ-A4LP-01A	MESO	2.797809758	3.460730821	2.134888695
TCGA-MQ-A4LV-01A	MESO	2.164870903	2.308658249	2.021083557
TCGA-MQ-A6BL-01A	MESO	2.068022941	2.233932754	1.902113128
TCGA-MQ-A6BQ-01A	MESO	2.389206071	2.665948021	2.112464122
TCGA-MQ-A6BR-01A	MESO	2.838232168	3.080500531	2.595963805
TCGA-MQ-A6BS-01A	MESO	3.28839767	3.589791702	2.987003639
TCGA-NQ-A57I-01A	MESO	2.713727269	3.427762448	1.999692089
